name,team,opposition,position,status,runs,balls,fours,sixes,strike_rate,match_id,year
Virat Kohli,RCB,SRH,1,b Rashid Khan,12,11,2,0,109.09,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
AB de Villiers,RCB,SRH,3,c Dhawan b Rashid Khan,69,39,12,1,176.92,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Moeen Ali,RCB,SRH,4,c †Goswami b Rashid Khan,65,34,2,6,191.17,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Colin de Grandhomme,RCB,SRH,5,c Rashid Khan b Kaul,40,17,1,4,235.29,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Mandeep Singh,RCB,SRH,6,c Dhawan b Kaul,4,6,0,0,66.66,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Sarfaraz Khan,RCB,SRH,7,not out,22,8,3,1,275.00,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Tim Southee,RCB,SRH,8,not out,1,1,0,0,100.00,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Shikhar Dhawan,SRH,RCB,1,c & b Chahal,18,15,0,2,120.00,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Alex Hales,SRH,RCB,1,c de Villiers b Ali,37,24,2,3,154.16,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Kane Williamson,SRH,RCB,3,c de Grandhomme b Mohammed Siraj,81,42,7,5,192.85,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Manish Pandey,SRH,RCB,4,not out,62,38,7,2,163.15,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Deepak Hooda,SRH,RCB,5,not out,1,1,0,0,100.00,royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611,2018
Prithvi Shaw,DC,CSK,1,c Thakur b Chahar,17,17,1,1,100.00,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Shreyas Iyer,DC,CSK,1,b Ngidi,19,22,3,0,86.36,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Rishabh Pant,DC,CSK,3,c Bravo b Ngidi,38,26,3,2,146.15,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Glenn Maxwell,DC,CSK,4,b Jadeja,5,7,0,0,71.42,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Vijay Shankar,DC,CSK,5,not out,36,28,2,2,128.57,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Abhishek Sharma,DC,CSK,6,c Harbhajan Singh b Thakur,2,4,0,0,50.00,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Harshal Patel,DC,CSK,7,not out,36,16,1,4,225.00,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Shane Watson,CSK,DC,1,c Boult b Mishra,14,23,0,1,60.86,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Ambati Rayudu,CSK,DC,1,c Maxwell b Patel,50,29,4,4,172.41,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Suresh Raina,CSK,DC,3,c Shankar b Lamichhane,15,18,1,0,83.33,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
MS Dhoni,CSK,DC,4,c Iyer b Boult,17,23,1,0,73.91,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Sam Billings,CSK,DC,5,c Abhishek Sharma b Mishra,1,5,0,0,20.00,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Ravindra Jadeja,CSK,DC,6,not out,27,18,0,2,150.00,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Dwayne Bravo,CSK,DC,7,c Shankar b Boult,1,2,0,0,50.00,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Deepak Chahar,CSK,DC,8,not out,1,2,0,0,50.00,delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612,2018
Rahul Tripathi,RR,RCB,1,not out,80,58,5,3,137.93,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Jofra Archer,RR,RCB,1,c †Patel b Yadav,0,4,0,0,0.00,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Ajinkya Rahane,RR,RCB,3,lbw b Yadav,33,31,3,0,106.45,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Sanju Samson,RR,RCB,4,c Ali b Yadav,0,1,0,0,0.00,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Heinrich Klaasen,RR,RCB,5,c Ali b Mohammed Siraj,32,21,3,1,152.38,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Krishnappa Gowtham,RR,RCB,6,run out (†Patel/Southee),14,5,0,2,280.00,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Virat Kohli,RCB,RR,1,b Gowtham,4,9,0,0,44.44,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Parthiv Patel,RCB,RR,1,st †Klaasen b Gopal,33,21,3,2,157.14,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
AB de Villiers,RCB,RR,3,st †Klaasen b Gopal,53,35,7,0,151.42,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Moeen Ali,RCB,RR,4,c & b Gopal,1,2,0,0,50.00,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Mandeep Singh,RCB,RR,5,st †Klaasen b Gopal,3,4,0,0,75.00,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Colin de Grandhomme,RCB,RR,6,c Rahane b Sodhi,2,3,0,0,66.66,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Sarfaraz Khan,RCB,RR,7,c †Klaasen b Laughlin,7,8,1,0,87.50,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Tim Southee,RCB,RR,8,c Gowtham b Unadkat,14,17,2,0,82.35,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Umesh Yadav,RCB,RR,9,b Laughlin,0,1,0,0,0.00,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Mohammed Siraj,RCB,RR,10,c Gowtham b Unadkat,14,12,2,0,116.66,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Yuzvendra Chahal,RCB,RR,11,not out,0,4,0,0,0.00,rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-1136613,2018
Shikhar Dhawan,SRH,KKR,1,lbw b Prasidh Krishna,50,39,5,1,128.20,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Shreevats Goswami,SRH,KKR,1,c Russell b Kuldeep Yadav,35,26,4,1,134.61,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Kane Williamson,SRH,KKR,3,c Russell b Scantlebury-Searles,36,17,1,3,211.76,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Manish Pandey,SRH,KKR,4,c sub (RK Singh) b Prasidh Krishna,25,22,2,1,113.63,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Yusuf Pathan,SRH,KKR,5,c Uthappa b Narine,2,4,0,0,50.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Carlos Brathwaite,SRH,KKR,6,c †Karthik b Russell,3,4,0,0,75.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Shakib Al Hasan,SRH,KKR,7,c Narine b Prasidh Krishna,10,7,2,0,142.85,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Rashid Khan,SRH,KKR,8,c †Karthik b Prasidh Krishna,0,1,0,0,0.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Bhuvneshwar Kumar,SRH,KKR,9,run out (†Karthik),0,1,0,0,0.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Siddarth Kaul,SRH,KKR,10,not out,0,0,0,0,0.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Chris Lynn,KKR,SRH,1,c Pandey b Kaul,55,43,4,3,127.90,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Sunil Narine,KKR,SRH,1,c Pandey b Shakib Al Hasan,29,10,4,2,290.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Robin Uthappa,KKR,SRH,3,c †Goswami b Brathwaite,45,34,3,2,132.35,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Dinesh Karthik,KKR,SRH,4,not out,26,22,1,1,118.18,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Andre Russell,KKR,SRH,5,c Pandey b Kaul,4,4,1,0,100.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Nitish Rana,KKR,SRH,6,c Kumar b Brathwaite,7,5,1,0,140.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Shubman Gill,KKR,SRH,7,not out,0,0,0,0,0.00,sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614,2018
Prithvi Shaw,DC,MI,1,run out (HH Pandya),12,8,2,0,150.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Glenn Maxwell,DC,MI,1,b Bumrah,22,18,4,0,122.22,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Shreyas Iyer,DC,MI,3,c KH Pandya b Markande,6,10,0,0,60.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Rishabh Pant,DC,MI,4,c Pollard b KH Pandya,64,44,4,4,145.45,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Vijay Shankar,DC,MI,5,not out,43,30,3,2,143.33,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Abhishek Sharma,DC,MI,6,not out,15,10,0,1,150.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Suryakumar Yadav,MI,DC,1,c Shankar b Lamichhane,12,4,1,1,300.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Evin Lewis,MI,DC,1,st †Pant b Mishra,48,31,3,4,154.83,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Ishan Kishan,MI,DC,3,c Shankar b Mishra,5,13,0,0,38.46,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Kieron Pollard,MI,DC,4,c Boult b Lamichhane,7,7,0,0,100.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Rohit Sharma,MI,DC,5,c Boult b Patel,13,11,1,0,118.18,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Krunal Pandya,MI,DC,6,c sub (R Tewatia) b Lamichhane,4,3,1,0,133.33,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Hardik Pandya,MI,DC,7,c sub (R Tewatia) b Mishra,27,17,2,1,158.82,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Ben Cutting,MI,DC,8,c Maxwell b Patel,37,20,2,3,185.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Mayank Markande,MI,DC,9,b Boult,3,10,0,0,30.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Jasprit Bumrah,MI,DC,10,c Boult b Patel,0,1,0,0,0.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
Mustafizur Rahman,MI,DC,11,not out,0,0,0,0,0.00,delhi-daredevils-vs-mumbai-indians-55th-match-1136615,2018
KL Rahul,PBKS,CSK,1,b Ngidi,7,11,1,0,63.63,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Chris Gayle,PBKS,CSK,1,c †Dhoni b Ngidi,0,2,0,0,0.00,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Aaron Finch,PBKS,CSK,3,c Raina b Chahar,4,6,1,0,66.66,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Manoj Tiwary,PBKS,CSK,4,c †Dhoni b Jadeja,35,30,3,1,116.66,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
David Miller,PBKS,CSK,5,b Bravo,24,22,1,1,109.09,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Karun Nair,PBKS,CSK,6,c Chahar b Bravo,54,26,3,5,207.69,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Axar Patel,PBKS,CSK,7,c Billings b Thakur,14,12,0,1,116.66,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Ravichandran Ashwin,PBKS,CSK,8,c †Dhoni b Ngidi,0,1,0,0,0.00,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Andrew Tye,PBKS,CSK,9,c Raina b Ngidi,0,2,0,0,0.00,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Mohit Sharma,PBKS,CSK,10,not out,2,3,0,0,66.66,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Ankit Rajpoot,PBKS,CSK,11,c du Plessis b Thakur,2,4,0,0,50.00,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Ambati Rayudu,CSK,PBKS,1,c †Rahul b Sharma,1,3,0,0,33.33,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Faf du Plessis,CSK,PBKS,1,c Gayle b Rajpoot,14,15,3,0,93.33,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Suresh Raina,CSK,PBKS,3,not out,61,48,4,2,127.08,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Sam Billings,CSK,PBKS,4,b Rajpoot,0,1,0,0,0.00,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Harbhajan Singh,CSK,PBKS,5,lbw b Ashwin,19,22,2,1,86.36,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Deepak Chahar,CSK,PBKS,6,c Sharma b Ashwin,39,20,1,3,195.00,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
MS Dhoni,CSK,PBKS,7,not out,16,7,1,1,228.57,chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616,2018
Shikhar Dhawan,SRH,CSK,1,b Chahar,0,1,0,0,0.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Shreevats Goswami,SRH,CSK,1,c & b Ngidi,12,9,2,0,133.33,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Kane Williamson,SRH,CSK,3,c †Dhoni b Thakur,24,15,4,0,160.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Manish Pandey,SRH,CSK,4,c & b Jadeja,8,16,0,0,50.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Shakib Al Hasan,SRH,CSK,5,c †Dhoni b Bravo,12,10,2,0,120.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Yusuf Pathan,SRH,CSK,6,c & b Bravo,24,29,3,0,82.75,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Carlos Brathwaite,SRH,CSK,7,not out,43,29,1,4,148.27,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Bhuvneshwar Kumar,SRH,CSK,8,run out (†Dhoni),7,11,0,0,63.63,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Shane Watson,CSK,SRH,1,c †Goswami b Kumar,0,5,0,0,0.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Faf du Plessis,CSK,SRH,1,not out,67,42,5,4,159.52,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Suresh Raina,CSK,SRH,3,b Kaul,22,13,4,0,169.23,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Ambati Rayudu,CSK,SRH,4,b Kaul,0,1,0,0,0.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
MS Dhoni,CSK,SRH,5,b Rashid Khan,9,18,1,0,50.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Dwayne Bravo,CSK,SRH,6,c Dhawan b Rashid Khan,7,11,0,0,63.63,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Ravindra Jadeja,CSK,SRH,7,c & b Sandeep Sharma,3,5,0,0,60.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Deepak Chahar,CSK,SRH,8,c Brathwaite b Sandeep Sharma,10,6,0,1,166.66,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Harbhajan Singh,CSK,SRH,9,run out (Rashid Khan/Brathwaite),2,9,0,0,22.22,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Shardul Thakur,CSK,SRH,10,not out,15,5,3,0,300.00,chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617,2018
Sunil Narine,KKR,RR,1,st †Klaasen b Gowtham,4,2,1,0,200.00,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Chris Lynn,KKR,RR,1,c & b Gopal,18,22,2,0,81.81,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Robin Uthappa,KKR,RR,3,c & b Gowtham,3,7,0,0,42.85,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Nitish Rana,KKR,RR,4,c Unadkat b Archer,3,5,0,0,60.00,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Dinesh Karthik,KKR,RR,5,c Rahane b Laughlin,52,38,4,2,136.84,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Shubman Gill,KKR,RR,6,c †Klaasen b Archer,28,17,3,1,164.70,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Andre Russell,KKR,RR,7,not out,49,25,3,5,196.00,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Javon Searles,KKR,RR,8,c Archer b Laughlin,2,5,0,0,40.00,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Piyush Chawla,KKR,RR,9,not out,0,0,0,0,0.00,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Ajinkya Rahane,RR,KKR,1,c & b Kuldeep Yadav,46,41,4,1,112.19,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Rahul Tripathi,RR,KKR,1,c & b Chawla,20,13,1,2,153.84,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Sanju Samson,RR,KKR,3,c Scantlebury-Searles b Chawla,50,38,4,2,131.57,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Heinrich Klaasen,RR,KKR,4,not out,18,18,1,0,100.00,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Stuart Binny,RR,KKR,5,c Lynn b Prasidh Krishna,0,3,0,0,0.00,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Krishnappa Gowtham,RR,KKR,6,not out,9,7,1,0,128.57,kolkata-knight-riders-vs-rajasthan-royals-eliminator-1136618,2018
Wriddhiman Saha,SRH,KKR,1,st †Karthik b Chawla,35,27,5,0,129.62,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Shikhar Dhawan,SRH,KKR,1,lbw b Kuldeep Yadav,34,24,4,1,141.66,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Kane Williamson,SRH,KKR,3,c †Karthik b Kuldeep Yadav,3,3,0,0,100.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Shakib Al Hasan,SRH,KKR,4,run out (Kuldeep Yadav),28,24,4,0,116.66,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Deepak Hooda,SRH,KKR,5,c Chawla b Narine,19,19,0,1,100.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Yusuf Pathan,SRH,KKR,6,c Chawla b Shivam Mavi,3,7,0,0,42.85,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Carlos Brathwaite,SRH,KKR,7,run out (Rana/†Karthik),8,4,0,1,200.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Rashid Khan,SRH,KKR,8,not out,34,10,2,4,340.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Bhuvneshwar Kumar,SRH,KKR,9,not out,5,2,1,0,250.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Chris Lynn,KKR,SRH,1,lbw b Rashid Khan,48,31,6,2,154.83,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Sunil Narine,KKR,SRH,1,c Brathwaite b Kaul,26,13,4,1,200.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Nitish Rana,KKR,SRH,3,run out (Rashid Khan/†Saha),22,16,1,2,137.50,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Robin Uthappa,KKR,SRH,4,b Rashid Khan,2,8,0,0,25.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Dinesh Karthik,KKR,SRH,5,b Shakib Al Hasan,8,6,1,0,133.33,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Shubman Gill,KKR,SRH,6,c Rashid Khan b Brathwaite,30,20,2,1,150.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Andre Russell,KKR,SRH,7,c Dhawan b Rashid Khan,3,7,0,0,42.85,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Piyush Chawla,KKR,SRH,8,b Kaul,12,12,0,1,100.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Shivam Mavi,KKR,SRH,9,c Rashid Khan b Brathwaite,6,4,1,0,150.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Kuldeep Yadav,KKR,SRH,10,not out,0,3,0,0,0.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Prasidh Krishna,KKR,SRH,11,not out,0,0,0,0,0.00,kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619,2018
Shreevats Goswami,SRH,CSK,1,run out (Sharma/†Dhoni),5,5,0,0,100.00,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Shikhar Dhawan,SRH,CSK,1,b Jadeja,26,25,2,1,104.00,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Kane Williamson,SRH,CSK,3,st †Dhoni b Sharma,47,36,5,2,130.55,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Shakib Al Hasan,SRH,CSK,4,c Raina b Bravo,23,15,2,1,153.33,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Yusuf Pathan,SRH,CSK,5,not out,45,25,4,2,180.00,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Deepak Hooda,SRH,CSK,6,c sub (DR Shorey) b Ngidi,3,4,0,0,75.00,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Carlos Brathwaite,SRH,CSK,7,c Rayudu b Thakur,21,11,0,3,190.90,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Shane Watson,CSK,SRH,1,not out,117,57,11,8,205.26,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Faf du Plessis,CSK,SRH,1,c & b Sandeep Sharma,10,11,1,0,90.90,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Suresh Raina,CSK,SRH,3,c †Goswami b Brathwaite,32,24,3,1,133.33,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
Ambati Rayudu,CSK,SRH,4,not out,16,19,1,1,84.21,chennai-super-kings-vs-sunrisers-hyderabad-final-1136620,2018
David Warner,SRH,RCB,1,c Mandeep Singh b Choudhary,14,8,2,1,175.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Shikhar Dhawan,SRH,RCB,1,c Sachin Baby b Binny,40,31,5,0,129.03,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Moises Henriques,SRH,RCB,3,c Sachin Baby b Chahal,52,37,3,2,140.54,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Yuvraj Singh,SRH,RCB,4,b Mills,62,27,7,3,229.62,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Deepak Hooda,SRH,RCB,5,not out,16,12,0,1,133.33,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Ben Cutting,SRH,RCB,6,not out,16,6,0,2,266.66,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Chris Gayle,RCB,SRH,1,c Warner b Hooda,32,21,2,3,152.38,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Mandeep Singh,RCB,SRH,1,b Rashid Khan,24,16,5,0,150.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Travis Head,RCB,SRH,3,c Yuvraj Singh b Rashid Khan,30,22,3,0,136.36,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Kedar Jadhav,RCB,SRH,4,run out (Cutting),31,16,4,1,193.75,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Shane Watson,RCB,SRH,5,c Henriques b Nehra,22,17,1,1,129.41,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Sachin Baby,RCB,SRH,6,c Henriques b Bipul Sharma,1,3,0,0,33.33,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Stuart Binny,RCB,SRH,7,c Yuvraj Singh b Kumar,11,10,0,1,110.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Sreenath Aravind,RCB,SRH,8,b Nehra,0,2,0,0,0.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Tymal Mills,RCB,SRH,9,c Warner b Kumar,6,3,0,1,200.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Yuzvendra Chahal,RCB,SRH,10,run out (sub [CJ Jordan]),3,7,0,0,42.85,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Aniket Choudhary,RCB,SRH,11,not out,6,2,0,1,300.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-1st-match-1082591,2017
Parthiv Patel,MI,RPS,1,b Imran Tahir,19,14,4,0,135.71,rising-pune-supergiant-vs-mumbai-indians-2nd-match-1082592,2017
Jos Buttler,MI,RPS,1,lbw b Imran Tahir,38,19,3,3,200.00,rising-pune-supergiant-vs-mumbai-indians-2nd-match-1082592,2017
Rohit Sharma,MI,RPS,3,b Imran Tahir,3,7,0,0,42.85,rising-pune-supergiant-vs-mumbai-indians-2nd-match-1082592,2017
