name,team,opposition,overs,maidens,runs,wickets,economy,match_id,year
Ashok Dinda,RCB,DC,4.0,0,51,0,12.75,delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281,2014
Yuvraj Singh,RCB,DC,2.0,0,16,0,8.00,delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281,2014
Jean-Paul Duminy,DC,RCB,2.0,0,10,0,5.00,delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281,2014
Mohammed Shami,DC,RCB,4.0,0,30,1,7.50,delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281,2014
Wayne Parnell,DC,RCB,3.0,0,19,0,6.33,delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281,2014
Shahbaz Nadeem,DC,RCB,2.4,0,32,0,12.00,delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281,2014
Rahul Sharma,DC,RCB,3.0,0,33,1,11.00,delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281,2014
James Neesham,DC,RCB,2.0,0,22,0,11.00,delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281,2014
Axar Patel,PBKS,CSK,4.0,0,34,1,8.50,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Parvinder Awana,PBKS,CSK,3.0,0,35,1,11.66,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Mitchell Johnson,PBKS,CSK,4.0,0,47,0,11.75,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Lakshmipathy Balaji,PBKS,CSK,4.0,0,43,2,10.75,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Rishi Dhawan,PBKS,CSK,3.0,0,21,0,7.00,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Glenn Maxwell,PBKS,CSK,2.0,0,23,0,11.50,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Ashish Nehra,CSK,PBKS,3.0,0,24,1,8.00,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Mohit Sharma,CSK,PBKS,2.5,0,35,0,12.35,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Ravichandran Ashwin,CSK,PBKS,4.0,0,41,2,10.25,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Pawan Negi,CSK,PBKS,3.0,0,37,0,12.33,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Ravindra Jadeja,CSK,PBKS,4.0,0,43,0,10.75,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Dwayne Smith,CSK,PBKS,2.0,0,25,1,12.50,chennai-super-kings-vs-kings-xi-punjab-3rd-match-729283,2014
Dhawal Kulkarni,RR,SRH,4.0,0,23,2,5.75,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Kane Richardson,RR,SRH,4.0,0,25,2,6.25,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
James Faulkner,RR,SRH,3.0,0,27,0,9.00,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Pravin Tambe,RR,SRH,4.0,0,23,0,5.75,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Rajat Bhatia,RR,SRH,4.0,0,22,2,5.50,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Stuart Binny,RR,SRH,1.0,0,7,0,7.00,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Dale Steyn,SRH,RR,4.0,0,29,2,7.25,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Bhuvneshwar Kumar,SRH,RR,3.3,0,21,1,6.00,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Ishant Sharma,SRH,RR,4.0,0,29,1,7.25,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Daren Sammy,SRH,RR,2.0,0,19,0,9.50,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Amit Mishra,SRH,RR,4.0,0,26,2,6.50,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Karn Sharma,SRH,RR,2.0,0,8,0,4.00,sunrisers-hyderabad-vs-rajasthan-royals-4th-match-729285,2014
Mitchell Starc,RCB,MI,4.0,0,21,2,5.25,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Albie Morkel,RCB,MI,3.0,0,23,1,7.66,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Varun Aaron,RCB,MI,4.0,0,30,2,7.50,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Yuzvendra Chahal,RCB,MI,4.0,0,17,2,4.25,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Ashok Dinda,RCB,MI,4.0,0,14,1,3.50,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Yuvraj Singh,RCB,MI,1.0,0,6,0,6.00,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Zaheer Khan,MI,RCB,4.0,0,21,2,5.25,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Harbhajan Singh,MI,RCB,4.0,0,14,0,3.50,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Lasith Malinga,MI,RCB,3.3,0,29,1,8.28,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Jasprit Bumrah,MI,RCB,2.0,0,14,0,7.00,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Pragyan Ojha,MI,RCB,4.0,0,37,0,9.25,royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287,2014
Mohammed Shami,DC,KKR,4.0,0,33,1,8.25,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Nathan Coulter-Nile,DC,KKR,4.0,0,27,2,6.75,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Jaydev Unadkat,DC,KKR,4.0,0,25,1,6.25,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
James Neesham,DC,KKR,2.0,0,26,0,13.00,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Shahbaz Nadeem,DC,KKR,3.0,0,29,1,9.66,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Jean-Paul Duminy,DC,KKR,3.0,0,25,0,8.33,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Vinay Kumar,KKR,DC,4.0,0,35,0,8.75,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Morne Morkel,KKR,DC,4.0,0,41,2,10.25,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Shakib Al Hasan,KKR,DC,3.0,0,25,0,8.33,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Jacques Kallis,KKR,DC,2.0,0,15,1,7.50,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Piyush Chawla,KKR,DC,2.3,0,27,1,10.80,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Sunil Narine,KKR,DC,4.0,0,18,1,4.50,kolkata-knight-riders-vs-delhi-daredevils-6th-match-729289,2014
Axar Patel,PBKS,RR,4.0,0,22,1,5.50,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Mitchell Johnson,PBKS,RR,4.0,0,29,1,7.25,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Parvinder Awana,PBKS,RR,4.0,0,40,1,10.00,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Lakshmipathy Balaji,PBKS,RR,4.0,0,46,0,11.50,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Murali Kartik,PBKS,RR,4.0,0,51,1,12.75,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Kane Richardson,RR,PBKS,3.0,0,25,1,8.33,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Dhawal Kulkarni,RR,PBKS,4.0,0,50,1,12.50,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
James Faulkner,RR,PBKS,3.4,0,45,1,12.27,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Pravin Tambe,RR,PBKS,4.0,0,26,0,6.50,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Rajat Bhatia,RR,PBKS,3.0,0,38,0,12.66,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Stuart Binny,RR,PBKS,1.0,0,4,0,4.00,rajasthan-royals-vs-kings-xi-punjab-7th-match-729291,2014
Jean-Paul Duminy,DC,CSK,4.0,0,26,0,6.50,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Mohammed Shami,DC,CSK,4.0,0,45,1,11.25,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Shahbaz Nadeem,DC,CSK,3.0,0,29,1,9.66,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Jaydev Unadkat,DC,CSK,4.0,0,32,3,8.00,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
James Neesham,DC,CSK,4.0,0,29,1,7.25,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Murali Vijay,DC,CSK,1.0,0,13,0,13.00,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Ishwar Pandey,CSK,DC,4.0,0,23,2,5.75,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Ben Hilfenhaus,CSK,DC,2.0,0,9,1,4.50,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Mohit Sharma,CSK,DC,3.0,0,17,1,5.66,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Dwayne Smith,CSK,DC,2.0,0,14,1,7.00,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Ravindra Jadeja,CSK,DC,2.4,0,18,2,6.75,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Ravichandran Ashwin,CSK,DC,2.0,0,3,2,1.50,chennai-super-kings-vs-delhi-daredevils-8th-match-729293,2014
Dale Steyn,SRH,PBKS,4.0,0,26,0,6.50,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Bhuvneshwar Kumar,SRH,PBKS,4.0,0,19,3,4.75,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Irfan Pathan,SRH,PBKS,2.0,0,28,0,14.00,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Karn Sharma,SRH,PBKS,4.0,0,37,0,9.25,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Amit Mishra,SRH,PBKS,4.0,0,56,2,14.00,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Daren Sammy,SRH,PBKS,2.0,0,22,1,11.00,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Sandeep Sharma,PBKS,SRH,4.0,0,26,1,6.50,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Mitchell Johnson,PBKS,SRH,4.0,0,26,2,6.50,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Lakshmipathy Balaji,PBKS,SRH,4.0,0,13,4,3.25,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Rishi Dhawan,PBKS,SRH,2.2,0,23,1,9.85,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Axar Patel,PBKS,SRH,4.0,0,20,2,5.00,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Glenn Maxwell,PBKS,SRH,1.0,0,10,0,10.00,kings-xi-punjab-vs-sunrisers-hyderabad-9th-match-729295,2014
Dhawal Kulkarni,RR,CSK,3.0,0,18,0,6.00,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Tim Southee,RR,CSK,4.0,0,27,0,6.75,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
James Faulkner,RR,CSK,3.0,0,38,1,12.66,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Pravin Tambe,RR,CSK,4.0,0,27,1,6.75,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Stuart Binny,RR,CSK,1.0,0,10,1,10.00,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Rajat Bhatia,RR,CSK,4.0,0,13,2,3.25,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Shane Watson,RR,CSK,1.0,0,5,0,5.00,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Ben Hilfenhaus,CSK,RR,4.0,0,32,1,8.00,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Ishwar Pandey,CSK,RR,4.0,1,22,1,5.50,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Ravichandran Ashwin,CSK,RR,3.5,0,27,1,7.04,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Ravindra Jadeja,CSK,RR,4.0,0,33,4,8.25,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Suresh Raina,CSK,RR,2.0,0,6,0,3.00,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Mohit Sharma,CSK,RR,2.0,0,13,1,6.50,rajasthan-royals-vs-chennai-super-kings-10th-match-729297,2014
Mitchell Starc,RCB,KKR,4.0,0,33,2,8.25,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Albie Morkel,RCB,KKR,2.0,0,21,1,10.50,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Varun Aaron,RCB,KKR,4.0,0,16,3,4.00,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Muthiah Muralidaran,RCB,KKR,2.0,0,25,0,12.50,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Yuzvendra Chahal,RCB,KKR,4.0,0,26,1,6.50,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Ashok Dinda,RCB,KKR,4.0,0,26,0,6.50,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Umesh Yadav,KKR,RCB,4.0,0,40,1,10.00,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Morne Morkel,KKR,RCB,4.0,0,34,0,8.50,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Sunil Narine,KKR,RCB,4.0,0,17,1,4.25,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Vinay Kumar,KKR,RCB,4.0,0,26,2,6.50,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Jacques Kallis,KKR,RCB,4.0,0,26,1,6.50,royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299,2014
Shahbaz Nadeem,DC,SRH,4.0,0,24,1,6.00,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Mohammed Shami,DC,SRH,4.0,0,36,0,9.00,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Wayne Parnell,DC,SRH,4.0,0,38,0,9.50,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Jaydev Unadkat,DC,SRH,4.0,0,43,0,10.75,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Jean-Paul Duminy,DC,SRH,2.0,0,19,0,9.50,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Laxmi Shukla,DC,SRH,2.0,0,21,0,10.50,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Bhuvneshwar Kumar,SRH,DC,4.0,0,40,0,10.00,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Dale Steyn,SRH,DC,4.0,0,33,2,8.25,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Venugopal Rao,SRH,DC,1.0,0,9,0,9.00,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Karn Sharma,SRH,DC,4.0,0,23,1,5.75,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Daren Sammy,SRH,DC,3.0,0,34,1,11.33,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Amit Mishra,SRH,DC,4.0,0,38,0,9.50,sunrisers-hyderabad-vs-delhi-daredevils-12th-match-729301,2014
Ishwar Pandey,CSK,MI,4.0,0,21,0,5.25,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Ben Hilfenhaus,CSK,MI,4.0,0,39,2,9.75,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Ravichandran Ashwin,CSK,MI,4.0,0,20,0,5.00,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Mohit Sharma,CSK,MI,4.0,0,14,4,3.50,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Suresh Raina,CSK,MI,3.0,0,32,0,10.66,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Ravindra Jadeja,CSK,MI,1.0,0,14,0,14.00,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Pragyan Ojha,MI,CSK,4.0,1,25,1,6.25,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Zaheer Khan,MI,CSK,4.0,0,31,0,7.75,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Lasith Malinga,MI,CSK,4.0,0,22,0,5.50,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Corey Anderson,MI,CSK,2.0,0,23,0,11.50,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Harbhajan Singh,MI,CSK,4.0,0,27,2,6.75,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Kieron Pollard,MI,CSK,1.0,0,10,0,10.00,chennai-super-kings-vs-mumbai-indians-13th-match-729303,2014
Stuart Binny,RR,RCB,1.0,0,1,1,1.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Tim Southee,RR,RCB,3.0,0,16,0,5.33,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Kane Richardson,RR,RCB,4.0,0,18,2,4.50,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Shane Watson,RR,RCB,2.0,1,5,1,2.50,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Pravin Tambe,RR,RCB,4.0,0,20,4,5.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Rajat Bhatia,RR,RCB,1.0,0,7,1,7.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Mitchell Starc,RCB,RR,4.0,0,29,2,7.25,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Ravi Rampaul,RCB,RR,4.0,0,16,0,4.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Yuzvendra Chahal,RCB,RR,3.0,1,17,1,5.66,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Ashok Dinda,RCB,RR,2.0,0,8,0,4.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305,2014
Umesh Yadav,KKR,PBKS,4.0,0,28,0,7.00,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Morne Morkel,KKR,PBKS,4.0,0,26,1,6.50,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Jacques Kallis,KKR,PBKS,4.0,0,32,1,8.00,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Sunil Narine,KKR,PBKS,4.0,0,24,3,6.00,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Piyush Chawla,KKR,PBKS,4.0,0,19,3,4.75,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Sandeep Sharma,PBKS,KKR,4.0,1,21,3,5.25,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Mitchell Johnson,PBKS,KKR,3.2,0,22,2,6.60,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Lakshmipathy Balaji,PBKS,KKR,3.0,0,21,1,7.00,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Rishi Dhawan,PBKS,KKR,4.0,0,24,1,6.00,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Axar Patel,PBKS,KKR,4.0,0,16,2,4.00,kolkata-knight-riders-vs-kings-xi-punjab-15th-match-729307,2014
Shahbaz Nadeem,DC,MI,4.0,0,19,1,4.75,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Mohammed Shami,DC,MI,4.0,0,36,0,9.00,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Jean-Paul Duminy,DC,MI,3.0,0,13,0,4.33,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Wayne Parnell,DC,MI,4.0,0,17,1,4.25,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Jaydev Unadkat,DC,MI,4.0,0,29,2,7.25,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Laxmi Shukla,DC,MI,1.0,0,5,0,5.00,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Lasith Malinga,MI,DC,4.0,0,17,2,4.25,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Pragyan Ojha,MI,DC,4.0,0,26,0,6.50,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Zaheer Khan,MI,DC,2.5,0,17,0,6.00,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Harbhajan Singh,MI,DC,4.0,1,23,0,5.75,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Corey Anderson,MI,DC,2.0,0,16,1,8.00,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Rohit Sharma,MI,DC,2.0,0,20,1,10.00,delhi-daredevils-vs-mumbai-indians-16th-match-729309,2014
Ben Hilfenhaus,CSK,SRH,4.0,0,32,2,8.00,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Ishwar Pandey,CSK,SRH,3.0,0,22,0,7.33,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Mohit Sharma,CSK,SRH,4.0,0,27,2,6.75,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Ravichandran Ashwin,CSK,SRH,4.0,0,17,0,4.25,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Ravindra Jadeja,CSK,SRH,3.0,0,23,0,7.66,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Dwayne Smith,CSK,SRH,2.0,0,11,1,5.50,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Dale Steyn,SRH,CSK,4.0,0,20,0,5.00,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Bhuvneshwar Kumar,SRH,CSK,4.0,0,23,2,5.75,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Karn Sharma,SRH,CSK,4.0,0,35,1,8.75,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Amit Mishra,SRH,CSK,3.3,0,27,0,7.71,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Ishant Sharma,SRH,CSK,4.0,0,37,2,9.25,sunrisers-hyderabad-vs-chennai-super-kings-17th-match-729311,2014
Glenn Maxwell,PBKS,RCB,3.0,0,39,0,13.00,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Sandeep Sharma,PBKS,RCB,3.0,1,15,3,5.00,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Mitchell Johnson,PBKS,RCB,4.0,0,19,2,4.75,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Lakshmipathy Balaji,PBKS,RCB,4.0,0,17,1,4.25,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Axar Patel,PBKS,RCB,2.0,0,11,0,5.50,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Rishi Dhawan,PBKS,RCB,4.0,0,14,2,3.50,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Mitchell Starc,RCB,PBKS,4.0,0,15,0,3.75,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Albie Morkel,RCB,PBKS,2.0,0,24,0,12.00,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Varun Aaron,RCB,PBKS,3.5,0,29,2,7.56,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Ashok Dinda,RCB,PBKS,3.0,0,19,1,6.33,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Yuzvendra Chahal,RCB,PBKS,4.0,0,23,2,5.75,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Yuvraj Singh,RCB,PBKS,2.0,0,13,0,6.50,kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313,2014
Vinay Kumar,KKR,RR,4.0,0,30,2,7.50,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Morne Morkel,KKR,RR,4.0,0,40,1,10.00,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Sunil Narine,KKR,RR,4.0,0,28,0,7.00,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Shakib Al Hasan,KKR,RR,4.0,0,23,1,5.75,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Jacques Kallis,KKR,RR,1.0,0,4,0,4.00,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Piyush Chawla,KKR,RR,3.0,0,27,0,9.00,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Stuart Binny,RR,KKR,1.0,0,7,0,7.00,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Kane Richardson,RR,KKR,4.0,0,28,1,7.00,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
James Faulkner,RR,KKR,2.0,0,11,3,5.50,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Iqbal Abdulla,RR,KKR,2.0,0,17,0,8.50,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Shane Watson,RR,KKR,3.0,0,26,0,8.66,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Rajat Bhatia,RR,KKR,4.0,0,29,1,7.25,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Pravin Tambe,RR,KKR,4.0,0,31,2,7.75,kolkata-knight-riders-vs-rajasthan-royals-19th-match-729315,2014
Zaheer Khan,MI,SRH,4.0,0,26,2,6.50,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Lasith Malinga,MI,SRH,4.0,0,28,1,7.00,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Pragyan Ojha,MI,SRH,3.0,0,43,0,14.33,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Harbhajan Singh,MI,SRH,4.0,0,16,0,4.00,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Kieron Pollard,MI,SRH,4.0,0,36,0,9.00,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Corey Anderson,MI,SRH,1.0,0,18,2,18.00,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Dale Steyn,SRH,MI,4.0,0,20,2,5.00,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Bhuvneshwar Kumar,SRH,MI,4.0,0,17,2,4.25,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
