name,team,opposition,overs,maidens,runs,wickets,economy,match_id,year
Adam Voges,RR,DC,1.0,0,9,0,9.00,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Shaun Tait,RR,DC,4.0,0,49,1,12.25,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Shane Warne,RR,DC,4.0,0,26,1,6.50,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Siddharth Trivedi,RR,DC,4.0,0,35,0,8.75,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Farveez Maharoof,DC,RR,3.0,0,13,2,4.33,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Andrew McDonald,DC,RR,2.0,0,17,0,8.50,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Amit Mishra,DC,RR,4.0,0,25,3,6.25,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Umesh Yadav,DC,RR,3.0,0,21,0,7.00,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Sarabjit Ladda,DC,RR,4.0,0,37,1,9.25,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Paul Collingwood,DC,RR,1.0,0,6,1,6.00,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Virender Sehwag,DC,RR,0.4,0,2,1,3.00,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Kemar Roach,SRH,KKR,4.0,0,48,0,12.00,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Jaskaran Singh,SRH,KKR,3.0,0,18,2,6.00,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Andrew Symonds,SRH,KKR,4.0,0,26,2,6.50,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Harmeet Singh,SRH,KKR,2.0,0,21,0,10.50,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Rohit Sharma,SRH,KKR,2.0,0,16,0,8.00,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Pragyan Ojha,SRH,KKR,4.0,0,38,2,9.50,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Venugopal Rao,SRH,KKR,1.0,0,10,0,10.00,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Mohnish Parmar,KKR,SRH,3.0,0,33,0,11.00,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Shane Bond,KKR,SRH,4.0,0,28,1,7.00,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Ajit Agarkar,KKR,SRH,4.0,0,31,1,7.75,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Murali Kartik,KKR,SRH,4.0,0,29,1,7.25,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Angelo Mathews,KKR,SRH,4.0,0,25,1,6.25,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Chris Gayle,KKR,SRH,1.0,0,9,1,9.00,kolkata-knight-riders-vs-deccan-chargers-30th-match-419135,2010
Praveen Kumar,RCB,PBKS,4.0,0,37,0,9.25,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Vinay Kumar,RCB,PBKS,3.0,0,24,1,8.00,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Dale Steyn,RCB,PBKS,4.0,0,31,1,7.75,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Jacques Kallis,RCB,PBKS,4.0,0,45,1,11.25,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Anil Kumble,RCB,PBKS,4.0,0,33,1,8.25,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Kevin Pietersen,RCB,PBKS,1.0,0,8,0,8.00,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Brett Lee,PBKS,RCB,4.0,0,48,0,12.00,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Sreesanth,PBKS,RCB,2.0,0,14,0,7.00,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Shalabh Srivastava,PBKS,RCB,2.0,0,21,1,10.50,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Piyush Chawla,PBKS,RCB,2.0,0,22,0,11.00,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Bipul Sharma,PBKS,RCB,4.0,0,26,1,6.50,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Yuvraj Singh,PBKS,RCB,2.0,0,14,0,7.00,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Irfan Pathan,PBKS,RCB,3.1,0,36,1,11.36,kings-xi-punjab-vs-royal-challengers-bangalore-31st-match-419136,2010
Yusuf Pathan,RR,CSK,4.0,0,44,0,11.00,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Sumit Narwal,RR,CSK,2.0,0,41,0,20.50,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Shaun Tait,RR,CSK,4.0,0,44,0,11.00,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Shane Watson,RR,CSK,4.0,0,47,2,11.75,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Shrikant Wagh,RR,CSK,1.0,0,16,1,16.00,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Shane Warne,RR,CSK,3.0,0,32,1,10.66,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Abhishek Jhunjhunwala,RR,CSK,2.0,0,18,0,9.00,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Albie Morkel,CSK,RR,4.0,0,56,2,14.00,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Doug Bollinger,CSK,RR,4.0,0,15,2,3.75,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Sudeep Tyagi,CSK,RR,4.0,0,45,0,11.25,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Muthiah Muralidaran,CSK,RR,4.0,0,52,1,13.00,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Shadab Jakati,CSK,RR,3.0,0,37,0,12.33,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Suresh Raina,CSK,RR,1.0,0,8,0,8.00,chennai-super-kings-vs-rajasthan-royals-32nd-match-419137,2010
Rohit Sharma,SRH,MI,3.0,0,26,0,8.66,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Ryan Harris,SRH,MI,4.0,0,40,1,10.00,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Andrew Symonds,SRH,MI,4.0,0,32,0,8.00,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Jaskaran Singh,SRH,MI,2.0,0,28,0,14.00,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Pragyan Ojha,SRH,MI,4.0,0,26,3,6.50,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Rahul Sharma,SRH,MI,3.0,0,24,1,8.00,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Harbhajan Singh,MI,SRH,3.0,1,16,2,5.33,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Lasith Malinga,MI,SRH,3.2,0,20,1,6.00,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Zaheer Khan,MI,SRH,2.0,0,10,2,5.00,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Dwayne Bravo,MI,SRH,2.0,0,12,0,6.00,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Kieron Pollard,MI,SRH,4.0,0,26,2,6.50,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Ryan McLaren,MI,SRH,4.0,0,28,2,7.00,mumbai-indians-vs-deccan-chargers-33rd-match-419138,2010
Irfan Pathan,PBKS,KKR,4.0,0,36,1,9.00,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Ramesh Powar,PBKS,KKR,4.0,0,23,0,5.75,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Shalabh Srivastava,PBKS,KKR,3.0,0,35,0,11.66,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Rusty Theron,PBKS,KKR,4.0,0,36,1,9.00,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Ravi Bopara,PBKS,KKR,3.0,0,43,1,14.33,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Piyush Chawla,PBKS,KKR,2.0,0,26,0,13.00,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Shane Bond,KKR,PBKS,4.0,0,32,1,8.00,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Jaydev Unadkat,KKR,PBKS,2.2,0,32,0,13.71,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Murali Kartik,KKR,PBKS,4.0,0,41,1,10.25,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Chris Gayle,KKR,PBKS,1.0,0,16,0,16.00,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Angelo Mathews,KKR,PBKS,3.0,0,32,0,10.66,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Ajit Agarkar,KKR,PBKS,3.0,0,35,0,11.66,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
David Hussey,KKR,PBKS,1.0,0,13,0,13.00,kolkata-knight-riders-vs-kings-xi-punjab-34th-match-419139,2010
Anil Kumble,RCB,DC,4.0,0,33,1,8.25,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Vinay Kumar,RCB,DC,4.0,0,35,0,8.75,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Abhimanyu Mithun,RCB,DC,3.0,0,39,1,13.00,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Jacques Kallis,RCB,DC,3.0,0,26,0,8.66,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Kevin Pietersen,RCB,DC,1.0,0,3,0,3.00,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
KP Appanna,RCB,DC,4.0,0,24,1,6.00,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Cameron White,RCB,DC,1.0,0,19,0,19.00,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Farveez Maharoof,DC,RCB,4.0,0,28,1,7.00,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Amit Mishra,DC,RCB,4.0,0,32,3,8.00,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Daniel Vettori,DC,RCB,4.0,0,40,1,10.00,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Rajat Bhatia,DC,RCB,4.0,0,24,1,6.00,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Pradeep Sangwan,DC,RCB,4.0,0,22,3,5.50,delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140,2010
Ryan Harris,SRH,RR,4.0,0,34,2,8.50,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Dwayne Smith,SRH,RR,2.5,0,22,1,7.76,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
RP Singh,SRH,RR,4.0,0,17,3,4.25,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Harmeet Singh,SRH,RR,4.0,0,25,2,6.25,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Andrew Symonds,SRH,RR,2.0,0,18,0,9.00,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Pragyan Ojha,SRH,RR,3.0,0,37,1,12.33,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Yusuf Pathan,RR,SRH,2.0,0,3,0,1.50,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Shane Watson,RR,SRH,3.0,0,40,0,13.33,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Aditya Dole,RR,SRH,4.0,0,42,2,10.50,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Morne Morkel,RR,SRH,4.0,0,32,0,8.00,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Siddharth Trivedi,RR,SRH,2.5,0,16,3,5.64,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Shane Warne,RR,SRH,4.0,0,21,4,5.25,deccan-chargers-vs-rajasthan-royals-36th-match-419141,2010
Ryan McLaren,MI,CSK,3.0,0,25,0,8.33,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Harbhajan Singh,MI,CSK,4.0,0,23,1,5.75,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Lasith Malinga,MI,CSK,4.0,0,36,0,9.00,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Abu Nechim,MI,CSK,2.0,0,26,0,13.00,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Dwayne Bravo,MI,CSK,2.0,0,21,1,10.50,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Kieron Pollard,MI,CSK,4.0,0,27,2,6.75,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Rajagopal Sathish,MI,CSK,1.0,0,5,0,5.00,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Sudeep Tyagi,CSK,MI,3.0,0,20,1,6.66,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Doug Bollinger,CSK,MI,4.0,0,39,1,9.75,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Ravichandran Ashwin,CSK,MI,4.0,0,22,2,5.50,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Thilan Thushara,CSK,MI,2.3,0,16,2,6.40,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Shadab Jakati,CSK,MI,4.0,0,27,1,6.75,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Suresh Raina,CSK,MI,2.3,0,12,1,4.80,chennai-super-kings-vs-mumbai-indians-37th-match-419142,2010
Aditya Dole,RR,PBKS,4.0,0,36,2,9.00,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Shane Watson,RR,PBKS,4.0,0,19,1,4.75,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Yusuf Pathan,RR,PBKS,4.0,0,26,0,6.50,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Siddharth Trivedi,RR,PBKS,4.0,0,22,2,5.50,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Shane Warne,RR,PBKS,3.0,0,42,0,14.00,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Faiz Fazal,RR,PBKS,1.0,0,6,0,6.00,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Sreesanth,PBKS,RR,3.0,0,40,0,13.33,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Ramesh Powar,PBKS,RR,2.0,0,18,0,9.00,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Rusty Theron,PBKS,RR,2.0,0,23,0,11.50,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Piyush Chawla,PBKS,RR,4.0,0,27,0,6.75,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Bipul Sharma,PBKS,RR,1.0,0,12,0,12.00,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Irfan Pathan,PBKS,RR,1.0,0,17,0,17.00,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Ravi Bopara,PBKS,RR,2.0,0,18,1,9.00,rajasthan-royals-vs-kings-xi-punjab-38th-match-419143,2010
Farveez Maharoof,DC,KKR,3.0,0,30,0,10.00,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Daniel Vettori,DC,KKR,4.0,0,30,1,7.50,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Pradeep Sangwan,DC,KKR,3.0,0,30,0,10.00,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Amit Mishra,DC,KKR,4.0,0,41,0,10.25,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Paul Collingwood,DC,KKR,2.0,0,19,0,9.50,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Rajat Bhatia,DC,KKR,4.0,0,30,1,7.50,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Ashok Dinda,KKR,DC,4.0,0,21,2,5.25,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Ajit Agarkar,KKR,DC,4.0,0,36,1,9.00,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Angelo Mathews,KKR,DC,3.0,0,43,0,14.33,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Ajantha Mendis,KKR,DC,4.0,0,22,2,5.50,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Sourav Ganguly,KKR,DC,1.0,0,12,0,12.00,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Iqbal Abdulla,KKR,DC,4.0,0,28,1,7.00,kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144,2010
Ryan Harris,SRH,RCB,4.0,0,37,2,9.25,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Harmeet Singh,SRH,RCB,1.0,0,13,0,13.00,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
RP Singh,SRH,RCB,4.0,0,38,0,9.50,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Mitchell Marsh,SRH,RCB,4.0,0,37,1,9.25,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Pragyan Ojha,SRH,RCB,4.0,0,24,2,6.00,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Andrew Symonds,SRH,RCB,3.0,0,34,1,11.33,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Praveen Kumar,RCB,SRH,4.0,0,37,1,9.25,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Anil Kumble,RCB,SRH,4.0,0,38,1,9.50,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Dale Steyn,RCB,SRH,4.0,0,38,0,9.50,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Jacques Kallis,RCB,SRH,4.0,0,32,0,8.00,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Vinay Kumar,RCB,SRH,3.2,0,39,1,11.70,royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145,2010
Brett Lee,PBKS,MI,4.0,0,38,0,9.50,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Irfan Pathan,PBKS,MI,4.0,0,29,3,7.25,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Love Ablish,PBKS,MI,2.0,0,17,2,8.50,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Piyush Chawla,PBKS,MI,4.0,0,24,3,6.00,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Yuvraj Singh,PBKS,MI,2.0,0,15,0,7.50,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Ramesh Powar,PBKS,MI,4.0,0,28,0,7.00,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Ryan McLaren,MI,PBKS,2.0,0,13,0,6.50,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Zaheer Khan,MI,PBKS,3.2,0,36,0,10.80,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Lasith Malinga,MI,PBKS,4.0,0,36,2,9.00,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Harbhajan Singh,MI,PBKS,4.0,0,34,0,8.50,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Rajagopal Sathish,MI,PBKS,2.0,0,14,0,7.00,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Jean-Paul Duminy,MI,PBKS,3.0,0,15,1,5.00,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Kieron Pollard,MI,PBKS,1.0,0,9,1,9.00,kings-xi-punjab-vs-mumbai-indians-41st-match-419146,2010
Ryan Harris,SRH,CSK,4.0,0,18,3,4.50,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
RP Singh,SRH,CSK,2.0,0,18,1,9.00,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Rohit Sharma,SRH,CSK,2.0,0,19,0,9.50,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Harmeet Singh,SRH,CSK,4.0,0,21,1,5.25,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Dwayne Smith,SRH,CSK,1.0,0,14,0,14.00,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Andrew Symonds,SRH,CSK,4.0,0,23,1,5.75,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Pragyan Ojha,SRH,CSK,3.0,0,20,1,6.66,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Ravichandran Ashwin,CSK,SRH,4.0,0,13,2,3.25,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Doug Bollinger,CSK,SRH,3.0,0,31,0,10.33,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Shadab Jakati,CSK,SRH,4.0,0,29,1,7.25,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Thilan Thushara,CSK,SRH,4.0,0,27,0,6.75,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Suresh Raina,CSK,SRH,3.1,0,25,1,7.89,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Sudeep Tyagi,CSK,SRH,1.0,0,12,0,12.00,deccan-chargers-vs-chennai-super-kings-42nd-match-419147,2010
Praveen Kumar,RCB,KKR,3.0,0,37,0,12.33,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Dale Steyn,RCB,KKR,4.0,0,27,1,6.75,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Jacques Kallis,RCB,KKR,4.0,0,31,2,7.75,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Anil Kumble,RCB,KKR,4.0,0,17,1,4.25,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Sridharan Sriram,RCB,KKR,2.0,0,24,0,12.00,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Vinay Kumar,RCB,KKR,3.0,0,23,3,7.66,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Ashok Dinda,KKR,RCB,3.1,0,15,2,4.73,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Ishant Sharma,KKR,RCB,4.0,0,46,0,11.50,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Ajit Agarkar,KKR,RCB,3.0,0,29,0,9.66,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Angelo Mathews,KKR,RCB,3.0,0,25,1,8.33,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Ajantha Mendis,KKR,RCB,4.0,0,44,0,11.00,royal-challengers-bangalore-vs-kolkata-knight-riders-43rd-match-419148,2010
Ramesh Powar,PBKS,DC,4.0,0,25,0,6.25,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Irfan Pathan,PBKS,DC,3.4,0,24,3,6.54,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Love Ablish,PBKS,DC,2.0,0,19,1,9.50,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Piyush Chawla,PBKS,DC,4.0,0,16,2,4.00,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Yuvraj Singh,PBKS,DC,4.0,0,14,1,3.50,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Rusty Theron,PBKS,DC,2.0,0,11,1,5.50,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Ashish Nehra,DC,PBKS,2.0,0,8,0,4.00,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Farveez Maharoof,DC,PBKS,2.0,0,16,0,8.00,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Amit Mishra,DC,PBKS,4.0,0,15,1,3.75,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Rajat Bhatia,DC,PBKS,2.0,0,19,0,9.50,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Daniel Vettori,DC,PBKS,3.4,0,27,0,7.36,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Paul Collingwood,DC,PBKS,4.0,0,19,2,4.75,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Virender Sehwag,DC,PBKS,1.0,0,3,0,3.00,delhi-daredevils-vs-kings-xi-punjab-44th-match-419149,2010
Yusuf Pathan,RR,MI,4.0,0,24,0,6.00,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Shane Watson,RR,MI,4.0,0,37,3,9.25,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Aditya Dole,RR,MI,3.0,0,34,1,11.33,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Abhishek Jhunjhunwala,RR,MI,1.0,0,6,0,6.00,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Shane Warne,RR,MI,4.0,0,34,0,8.50,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Siddharth Trivedi,RR,MI,4.0,0,35,1,8.75,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Zaheer Khan,MI,RR,4.0,1,17,2,4.25,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Dhawal Kulkarni,MI,RR,4.0,0,40,1,10.00,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Lasith Malinga,MI,RR,4.0,0,23,0,5.75,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Harbhajan Singh,MI,RR,4.0,0,21,1,5.25,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Sanath Jayasuriya,MI,RR,2.0,0,16,0,8.00,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Kieron Pollard,MI,RR,2.0,0,19,1,9.50,rajasthan-royals-vs-mumbai-indians-45th-match-419150,2010
Dale Steyn,RCB,SRH,4.0,0,18,3,4.50,deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151,2010
Vinay Kumar,RCB,SRH,3.0,0,19,1,6.33,deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151,2010
Jacques Kallis,RCB,SRH,4.0,0,40,0,10.00,deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151,2010
Anil Kumble,RCB,SRH,4.0,0,27,1,6.75,deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151,2010
Virat Kohli,RCB,SRH,2.0,0,16,0,8.00,deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151,2010
KP Appanna,RCB,SRH,3.0,0,27,0,9.00,deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151,2010
Ryan Harris,SRH,RCB,3.4,0,34,2,9.27,deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151,2010
RP Singh,SRH,RCB,4.0,0,21,2,5.25,deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151,2010
